"ses_gender","ses_born_canada","vote_intention","vote_probability_to_vote","issue_gst_opposed"
"male",NA,"bq",1,0.67
NA,NA,"bq",1,1
"female",NA,"bq",1,1
NA,NA,NA,NA,NA
"female",NA,"bq",1,0.33
"female",NA,"cpc",1,0.33
"female",NA,"bq",1,1
NA,NA,"bq",0.33,1
"male",NA,"bq",0,1
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0
NA,NA,NA,NA,NA
NA,NA,"bq",1,0.33
"male",NA,"bq",1,1
"male",NA,"bq",1,1
NA,NA,NA,1,1
NA,NA,NA,NA,NA
"male",NA,NA,1,0.33
NA,NA,NA,1,0.33
NA,NA,NA,NA,NA
"female",NA,"bq",1,1
"male",NA,"cpc",1,1
NA,NA,NA,1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"bq",1,0
NA,NA,NA,NA,NA
"female",NA,"bq",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,1,1
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
"female",NA,"bq",1,0.33
"female",NA,"bq",1,0.67
"female",NA,"bq",1,0
"female",NA,NA,0,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"bq",1,0.67
NA,NA,NA,1,0.67
NA,NA,NA,NA,NA
"female",NA,"bq",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"cpc",0.67,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"bq",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",0.67,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",0.67,0.67
NA,NA,NA,NA,NA
NA,NA,"bq",1,0.33
NA,NA,NA,NA,NA
"male",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,1
"male",NA,"bq",1,1
"male",NA,NA,1,1
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.33
"male",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,1,1
"male",NA,"bq",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"lpc",1,1
"female",NA,"bq",0.67,1
NA,NA,NA,0.67,1
"male",NA,NA,1,0.67
NA,NA,NA,NA,NA
"male",NA,NA,1,1
NA,NA,NA,1,0
"male",NA,"bq",1,0.33
"male",NA,"lpc",1,1
NA,NA,NA,1,0.33
NA,NA,NA,NA,NA
"male",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,0.33
NA,NA,NA,NA,NA
"male",NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
"female",NA,NA,0.67,0.67
NA,NA,NA,NA,NA
NA,NA,"lpc",1,1
"male",NA,"cpc",1,0.67
"male",NA,"bq",1,1
NA,NA,NA,1,1
NA,NA,"bq",1,0.67
"male",NA,NA,1,0.67
"male",NA,NA,1,0.67
NA,NA,NA,NA,NA
"male",NA,"ndp",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,1,1
"female",NA,"bq",0.67,0.67
"female",NA,"bq",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",0.67,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,0.33
NA,NA,NA,NA,NA
"male",NA,NA,1,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"cpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"bq",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"bq",1,1
NA,NA,NA,NA,NA
"male",NA,NA,0,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,0.67
NA,NA,NA,NA,NA
"male",NA,NA,1,0.33
NA,NA,NA,1,1
NA,NA,NA,0.67,1
"male",NA,NA,1,1
NA,NA,NA,NA,0.33
"male",NA,"bq",1,0
NA,NA,NA,NA,NA
"male",NA,NA,1,0.33
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
"male",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"ndp",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"lpc",1,0.33
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,"cpc",1,0.67
"male",NA,"bq",1,1
"male",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"male",NA,NA,1,1
"female",NA,"bq",1,0.33
NA,NA,NA,1,0.67
NA,NA,"ndp",0.33,0.33
"male",NA,NA,1,1
"female",NA,"bq",0,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
NA,NA,NA,NA,NA
NA,NA,"bq",0.67,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
NA,NA,NA,NA,NA
"male",NA,"bq",1,0.67
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"male",NA,"bq",0.67,0.33
"male",NA,"bq",1,1
"female",NA,"bq",0.67,1
"male",NA,"bq",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"cpc",1,0.33
"female",NA,"bq",1,1
"male",NA,NA,0.67,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"lpc",1,0.67
NA,NA,"bq",1,1
NA,NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
"male",NA,"bq",0.67,1
NA,NA,NA,NA,NA
NA,NA,"bq",1,0.67
"male",NA,"bq",1,0.67
NA,NA,NA,NA,NA
"male",NA,NA,1,0.67
"male",NA,"lpc",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"bq",1,0.33
"male",NA,"bq",0.67,1
NA,NA,NA,NA,NA
NA,NA,"bq",0,1
"male",NA,"bq",1,0.67
NA,NA,NA,NA,NA
NA,NA,"bq",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
"male",NA,"lpc",1,0.67
"female",NA,"lpc",1,1
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"male",NA,"bq",1,1
"female",NA,"cpc",1,0.33
"male",NA,NA,1,1
"female",NA,NA,0,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,1
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"male",NA,"bq",1,0.67
NA,NA,NA,NA,NA
"male",NA,"bq",1,0.67
"female",NA,"bq",1,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
"female",NA,"bq",1,1
NA,NA,NA,NA,NA
"male",NA,NA,1,1
"male",NA,"cpc",1,1
"male",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,1
NA,NA,"ndp",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.33
NA,NA,NA,NA,NA
NA,NA,"cpc",0.33,0.33
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"cpc",1,0.33
"male",NA,NA,1,1
"female",NA,NA,1,0.33
"female",NA,"cpc",1,0.67
"female",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"cpc",0.67,1
"female",NA,"rpc",1,0.67
"female",NA,NA,1,1
"female",NA,"lpc",1,0.33
"female",NA,"lpc",1,0
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,0,0.67
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"cpc",1,0.33
"female",NA,"rpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"lpc",1,0.33
"female",NA,"rpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
"female",NA,"lpc",0.67,1
NA,NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,0.67,0.67
NA,NA,NA,NA,NA
"female",NA,NA,0,0.67
"female",NA,"rpc",1,0.33
"female",NA,"ndp",0.33,0.67
"female",NA,"cpc",1,0.67
"female",NA,"rpc",1,0.67
"female",NA,NA,1,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
"male",NA,"lpc",1,1
"male",NA,NA,1,1
"female",NA,"cpc",1,0.33
"female",NA,"lpc",1,1
"female",NA,NA,0.67,1
"female",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
"female",NA,"cpc",1,0.33
"female",NA,"lpc",1,0.67
"female",NA,NA,1,0.67
"female",NA,NA,0.33,0.67
"female",NA,"lpc",1,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
"female",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
"male",NA,NA,1,0
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
NA,NA,"lpc",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,1
"female",NA,NA,1,NA
"female",NA,"lpc",1,1
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",0,0.67
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
"female",NA,NA,0.33,1
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"ndp",0.33,1
NA,NA,NA,NA,NA
NA,NA,NA,1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.67
"male",NA,"lpc",1,0.67
"female",NA,NA,1,1
NA,NA,NA,1,1
"female",NA,"rpc",1,1
"female",NA,"lpc",1,1
"female",NA,"lpc",0.67,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
"male",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.33
"female",NA,"lpc",1,1
"female",NA,NA,0,1
"female",NA,"cpc",0.67,1
NA,NA,NA,NA,NA
"male",NA,"lpc",0.67,1
"female",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"cpc",1,0
"male",NA,"lpc",0,NA
"female",NA,NA,1,1
"female",NA,NA,1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",0.67,1
"female",NA,"lpc",1,0.67
NA,NA,"cpc",1,1
"female",NA,"lpc",1,1
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",NA,1
NA,NA,NA,NA,NA
NA,NA,NA,0.67,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"ndp",1,1
NA,NA,"rpc",0,1
"female",NA,NA,0.67,0.67
"female",NA,"cpc",1,0.33
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
"female",NA,"lpc",1,0.67
"female",NA,NA,1,1
"female",NA,"rpc",1,0.67
"female",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"rpc",0.67,1
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",0.67,0.67
"female",NA,"cpc",1,1
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"rpc",0.67,0.67
"female",NA,"lpc",1,0
NA,NA,"lpc",1,0.33
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,0.67
"male",NA,"lpc",1,1
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"cpc",1,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
"female",NA,"rpc",1,0.33
"female",NA,"cpc",1,0
"female",NA,"ndp",1,1
"female",NA,"rpc",1,0.67
"female",NA,NA,0.33,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
"female",NA,"cpc",1,0.67
"male",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,"lpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,NA,0.67,0.33
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,NA,1,0
"female",NA,"lpc",1,1
"female",NA,NA,1,0.67
"female",NA,NA,0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"ndp",1,0.67
"female",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
"female",NA,"rpc",1,1
"female",NA,"rpc",1,0.33
"female",NA,"cpc",1,0
"female",NA,NA,0,1
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,NA,1,0.33
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
"female",NA,NA,1,1
"female",NA,"cpc",0.67,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
NA,NA,"ndp",1,0.67
"female",NA,NA,1,1
"female",NA,"cpc",0,0
"female",NA,"cpc",1,0.67
NA,NA,"rpc",0.67,1
"female",NA,NA,1,1
"female",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,1,0
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
"male",NA,"cpc",1,1
"female",NA,NA,0.33,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
"female",NA,"cpc",1,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,NA,0.33
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,"cpc",1,1
"female",NA,"lpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"ndp",1,1
"female",NA,NA,1,0.33
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",0.33,1
"female",NA,"cpc",1,1
NA,NA,NA,0.67,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,0.33
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"ndp",1,0.67
"female",NA,"lpc",1,0
NA,NA,NA,NA,NA
NA,NA,"lpc",1,1
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,1
"female",NA,"cpc",1,0.33
"male",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,NA,0.67,0.33
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"cpc",1,0.67
"female",NA,"lpc",0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,"lpc",0.67,0.67
"female",NA,NA,1,0
NA,NA,"cpc",1,0.67
"female",NA,NA,1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
"male",NA,NA,1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
"female",NA,NA,1,0.67
"male",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"ndp",1,1
"female",NA,"cpc",1,0.67
NA,NA,"cpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",0.67,0.67
NA,NA,"cpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"rpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,1,0.67
"male",NA,"lpc",1,0.33
"female",NA,"lpc",0.67,0.67
"female",NA,"lpc",1,0
"male",NA,NA,1,0.67
"female",NA,"lpc",0.67,1
"female",NA,"rpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,NA,0.67,1
"female",NA,"cpc",1,1
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.33
"female",NA,NA,1,0.67
"female",NA,"cpc",1,0.67
NA,NA,NA,NA,NA
"male",NA,NA,1,1
NA,NA,NA,1,0.33
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
"male",NA,"rpc",1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",0.33,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,0.67,0.67
"female",NA,"rpc",1,1
"female",NA,NA,0.67,1
"male",NA,NA,1,NA
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,NA,1,0.67
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.33
"male",NA,"lpc",1,1
"female",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"ndp",1,0.33
NA,NA,NA,NA,NA
"female",NA,"rpc",1,0.33
"male",NA,"lpc",1,0.67
"male",NA,"lpc",1,0.67
"female",NA,"cpc",0.33,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,NA,0.67,0.67
"female",NA,"ndp",0.67,1
NA,NA,NA,NA,NA
"male",NA,"lpc",1,0.67
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
"female",NA,"lpc",0.67,1
"male",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0.67
"female",NA,NA,1,0.33
"female",NA,"cpc",1,1
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"lpc",1,0.67
"female",NA,"lpc",1,0.33
"female",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,"lpc",0.67,1
"female",NA,"ndp",0.67,0.33
NA,NA,NA,NA,NA
"female",NA,"lpc",1,1
"female",NA,"cpc",1,0.67
"female",NA,"rpc",1,1
"female",NA,NA,1,0.67
"female",NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"female",NA,"cpc",1,0
"female",NA,"lpc",1,1
"male",NA,"cpc",1,1
"male",NA,"lpc",1,1
NA,NA,NA,NA,NA
"female",NA,NA,1,1
NA,NA,"cpc",1,0.33
NA,NA,NA,NA,NA
"male",NA,"lpc",1,1
"female",NA,NA,NA,1
"female",NA,NA,0,0.67
"female",NA,"lpc",1,1
"female",NA,NA,1,0.33
"female",NA,NA,1,1
NA,NA,NA,NA,NA
"female",NA,"rpc",1,1
NA,NA,"cpc",1,0
NA,NA,"ndp",0.33,1
"female",NA,"cpc",0,0
"female",NA,NA,NA,1
"female",NA,"lpc",0.67,1
"female",NA,"cpc",1,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male",NA,NA,0.67,1
NA,NA,NA,NA,NA
NA,NA,NA,1,NA
"female",NA,"lpc",1,1
"female",NA,"cpc",1,0
"female",NA,"rpc",1,0.33
"female",NA,"lpc",1,1
